scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method,raw_actual_latitude,raw_actual_longitude,matched_actual_latitude,matched_actual_longitude,gps_snap_distance_m,gps_road_type,matched_estimated_latitude,matched_estimated_longitude,wifi_snap_distance_m,wifi_road_type,seen_calibrated_aps,median_router_rmse_m,good_router_count,usable_router_count,weak_router_count,gps_jump_m,wifi_jump_m,is_outlier,outlier_reason
scan_198,2026-04-08 13:13:30,48.891482919460834,8.699857023266937,48.89146956743417,8.699826901270665,48.891486625951146,8.699832986056553,3,26.00640946638604,1.9504787721660828,1.807054951567463,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.891470314196965,8.69985252695975,48.891482919460834,8.699857023266937,1.4412917386160318,pedestrian,48.891486625951146,8.699832986056553,1.9504787721660828,pedestrian,6,21.040295848411844,0,5,1,1.2757531503433908,7.7583355565025345,True,weak_router_support
scan_206,2026-04-08 13:14:13,48.891477316013024,8.699893362564355,48.89142576050895,8.700053476576702,48.891451226078445,8.700062560159262,7,45.80938742645331,2.911745115236869,12.719836423289316,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89148977629532,8.699897807157654,48.891477316013024,8.699893362564355,1.4247144687247093,pedestrian,48.891451226078445,8.700062560159262,2.911745115236869,pedestrian,18,18.378510898640688,4,4,10,2.731894000098314,17.258788457216657,True,high_rmse;weak_router_support
scan_207,2026-04-08 13:14:20,48.89146479347823,8.699974573299547,48.89103576265444,8.700283083987195,48.891038194714035,8.7001785099346,3,36.20313061969457,7.6587850282817564,49.77952390548313,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.891476674633545,8.69997881131702,48.89146479347823,8.699974573299547,1.3584968265824038,pedestrian,48.891038194714035,8.7001785099346,7.6587850282817564,pedestrian,9,39.1185282960716,0,0,9,6.105213201663971,46.75530311174335,True,weak_router_support
scan_208,2026-04-08 13:14:22,48.89145707268526,8.700024643934912,48.89116763499461,8.700255361349159,48.89116925832715,8.700185560937307,4,37.11505904122246,5.112022787569148,34.13568258547785,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89146811948938,8.700028584338206,48.89145707268526,8.700024643934912,1.2630967262096444,pedestrian,48.89116925832715,8.700185560937307,5.112022787569148,pedestrian,19,22.628769117105307,0,8,11,3.7641816929554017,14.59912589630224,True,weak_router_support
scan_211,2026-04-08 13:14:37,48.891427044656766,8.700262036213424,48.8912559073587,8.700329042351523,48.891259131822494,8.700190395980718,4,46.23947080458053,10.154125704222357,19.413574203606057,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.891424772926754,8.700261850520835,48.891427044656766,8.700262036213424,0.2532539387877454,pedestrian,48.891259131822494,8.700190395980718,10.154125704222357,pedestrian,16,17.428399061094066,2,4,10,17.69373086747698,10.010974353499327,True,high_rmse;weak_router_support
scan_212,2026-04-08 13:14:40,48.89142555607667,8.700304163030365,48.89113042348549,8.699806279180063,48.8909337,8.6998852,6,48.90785286190978,22.648266983875974,62.75549437402388,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89141971207942,8.700303685338518,48.89142555607667,8.700304163030365,0.6514926134771871,pedestrian,48.8909337,8.6998852,22.648266983875974,pedestrian,6,18.0832054658069,0,5,1,3.087777301077111,42.560348261916516,True,high_rmse;weak_router_support
scan_213,2026-04-08 13:14:42,48.89142466835575,8.700329285532547,48.891232831143185,8.70000569013043,48.891228573717854,8.700188752005907,4,36.68835032323076,13.407016296364297,24.131213781564327,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89142135417092,8.700329014629084,48.89142466835575,8.700329285532547,0.36946747910780553,pedestrian,48.891228573717854,8.700188752005907,13.407016296364297,pedestrian,12,20.424743491986725,0,6,6,1.8414088567189815,39.63741697362482,True,weak_router_support
scan_214,2026-04-08 13:14:47,48.89142229436641,8.700396469430697,48.89129717141544,8.700220671706488,48.89129782711547,8.700192477722622,3,52.519821818984816,2.0648576550106417,20.369077123823104,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89141753022115,8.700396080006612,48.89142229436641,8.700396469430697,0.5311100113862716,pedestrian,48.89129782711547,8.700192477722622,2.0648576550106417,pedestrian,11,20.360904465006705,1,5,5,4.924391217587314,7.7141095267203195,True,high_rmse;weak_router_support
scan_215,2026-04-08 13:14:50,48.89142087459775,8.70043664888367,48.89133904428051,8.70034920101276,48.89134818183795,8.70034984270555,3,79.8911259138362,1.0182766049102112,10.288330179342653,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89141248568684,8.700435963169118,48.89142087459775,8.70043664888367,0.9352012427519256,pedestrian,48.89134818183795,8.70034984270555,1.0182766049102112,pedestrian,11,20.981268101600783,1,4,6,2.9450412715657035,12.809430514785323,True,high_rmse;weak_router_support
scan_216,2026-04-08 13:14:57,48.891417399117614,8.700535004971362,48.89136790552338,8.700373563886565,48.891347505200585,8.700372131255886,5,32.886151112853966,2.2733834026194475,14.235429628869648,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89138119775277,8.700532045851572,48.891417399117614,8.700535004971362,4.035751695099828,pedestrian,48.891347505200585,8.700372131255886,2.2733834026194475,pedestrian,14,17.231973107559746,1,7,6,7.209225867080841,1.6330744396368475,True,weak_router_support
scan_219,2026-04-08 13:15:12,48.89141632958107,8.700691682316378,48.89138500156176,8.700452893898802,48.89134513838786,8.700450094471584,5,48.75946981880763,4.442296271168342,19.376938116631507,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89137330486397,8.700691223354507,48.89141632958107,8.700691682316378,4.789629308867485,pedestrian,48.89134513838786,8.700450094471584,4.442296271168342,pedestrian,18,8.510809836606613,4,7,7,11.468080191162649,5.712338251722986,True,high_rmse
scan_220,2026-04-08 13:15:19,48.89141596603561,8.700770518219322,48.891417750504836,8.700254211688147,48.891427293577934,8.700254991744654,3,51.04278028211536,1.0638679942524671,37.75326157198906,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89137079817101,8.700770036395655,48.89141596603561,8.700770518219322,5.028210356227819,pedestrian,48.891427293577934,8.700254991744654,1.0638679942524671,pedestrian,9,17.760028640838325,0,2,7,5.770266149867559,16.95746386239949,True,high_rmse;weak_router_support
scan_226,2026-04-08 13:15:43,48.891415355205964,8.70090297842369,48.891417314247924,8.700394083978258,48.891422364072305,8.700394496753924,3,45.421306164204324,0.562957705589114,37.224754604439354,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89138095671722,8.700902611481208,48.891415355205964,8.70090297842369,3.829333949599592,pedestrian,48.891422364072305,8.700394496753924,0.562957705589114,pedestrian,11,26.598410355085424,0,2,9,9.695210080398851,10.225325456208529,True,high_rmse;weak_router_support
scan_227,2026-04-08 13:15:49,48.891415070266,8.700964768493925,48.89144637647864,8.700166550573513,48.891429,8.7002067,4,30.023404755697907,3.518105664801488,55.50589581928361,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89136206807266,8.700964203098406,48.891415070266,8.700964768493925,5.900349282028786,pedestrian,48.891429,8.7002067,3.518105664801488,pedestrian,16,19.868536392089542,3,6,7,4.522624134859466,13.76497450412926,True,weak_router_support
scan_231,2026-04-08 13:16:39,48.8915243,8.7008991,48.89147462124909,8.700399676213227,48.89142233208261,8.700395402062215,3,87.68368683093226,5.829230272912377,38.57428971842248,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89157586587517,8.70089202059816,48.8915243,8.7008991,5.763651300006346,pedestrian,48.89142233208261,8.700395402062215,5.829230272912377,pedestrian,6,12.80801300882129,1,5,0,13.074921336198756,13.831331063050442,True,high_rmse
scan_232,2026-04-08 13:16:41,48.8915243,8.7008991,48.8914925846691,8.700560683751716,48.891492878761184,8.700553172824662,3,115.55606817672634,0.5507097390862111,25.559371319968143,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89159341695891,8.700891512509841,48.8915243,8.7008991,7.7141152121860666,pedestrian,48.891492878761184,8.700553172824662,0.5507097390862111,pedestrian,4,8.252073727935437,1,2,1,0.0,13.964883344351795,True,high_rmse
scan_236,2026-04-08 13:21:26,48.89141470056967,8.7010449382304,48.89150936931249,8.700988569956522,48.8915179,8.7009942,3,47.156507943545435,1.0351866010031276,12.073472681606086,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89138071160203,8.701044575656445,48.89141470056967,8.7010449382304,3.783744938726724,pedestrian,48.8915179,8.7009942,1.0351866010031276,pedestrian,12,9.840444039849636,0,4,8,16.210850258338283,32.399368317825655,True,high_rmse
scan_237,2026-04-08 13:21:35,48.891414452812406,8.701098665121162,48.8914758454636,8.701116627643199,48.891513200000006,8.7010939,3,53.22162182471511,4.478688407203586,10.998068297062433,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89139212296492,8.701098426919684,48.891414452812406,8.701098665121162,2.4858197605666006,pedestrian,48.891513200000006,8.7010939,4.478688407203586,pedestrian,7,16.335576189937747,0,3,4,3.932452819954359,7.315918600307376,True,high_rmse;weak_router_support
